college_name,course,eligibility,required_documents,application_start,application_deadline,admission_process,fees,placement_info,rank
IIT Kharagpur,B.Tech CSE,Minimum 75% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 340459 per year,Average package INR 16 LPA; Highest INR 65 LPA,Mid Tier
IIT Delhi,B.Tech Mechanical,Minimum 64% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 377244 per year,Average package INR 5 LPA; Highest INR 78 LPA,Emerging
Lovely Professional University,B.Tech Mechanical,Minimum 72% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 134423 per year,Average package INR 14 LPA; Highest INR 52 LPA,Top Tier
Anna University,B.Tech Biotechnology,Minimum 69% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 468932 per year,Average package INR 5 LPA; Highest INR 32 LPA,Mid Tier
Anna University,B.Tech Biotechnology,Minimum 82% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 199688 per year,Average package INR 7 LPA; Highest INR 46 LPA,Mid Tier
NIT Surathkal,B.Tech Biotechnology,Minimum 72% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 239617 per year,Average package INR 7 LPA; Highest INR 34 LPA,Mid Tier
Chandigarh University,B.Tech Data Science,Minimum 69% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 173323 per year,Average package INR 8 LPA; Highest INR 75 LPA,Emerging
SRM University,B.Tech Electrical,Minimum 64% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 457785 per year,Average package INR 21 LPA; Highest INR 75 LPA,Top Tier
Thapar University,B.Tech IT,Minimum 64% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 138197 per year,Average package INR 8 LPA; Highest INR 23 LPA,Mid Tier
PES University,B.Tech Civil,Minimum 61% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 231804 per year,Average package INR 14 LPA; Highest INR 30 LPA,Top Tier
IIT Madras,B.Tech Civil,Minimum 84% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 493206 per year,Average package INR 4 LPA; Highest INR 33 LPA,Top Tier
KIIT University,B.Tech Data Science,Minimum 77% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 125747 per year,Average package INR 25 LPA; Highest INR 44 LPA,Emerging
Delhi Technological University,B.Tech AI & ML,Minimum 69% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 156876 per year,Average package INR 14 LPA; Highest INR 46 LPA,Top Tier
Chandigarh University,B.Tech Civil,Minimum 64% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 439288 per year,Average package INR 4 LPA; Highest INR 70 LPA,Mid Tier
Delhi Technological University,B.Tech Data Science,Minimum 74% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 417457 per year,Average package INR 4 LPA; Highest INR 60 LPA,Mid Tier
Lovely Professional University,B.Tech Civil,Minimum 82% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 175551 per year,Average package INR 25 LPA; Highest INR 66 LPA,Mid Tier
IIT Kharagpur,B.Tech Civil,Minimum 66% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 235007 per year,Average package INR 21 LPA; Highest INR 38 LPA,Mid Tier
Chandigarh University,B.Tech Mechanical,Minimum 60% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 312912 per year,Average package INR 12 LPA; Highest INR 36 LPA,Emerging
VIT Vellore,B.Tech Electrical,Minimum 76% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 215941 per year,Average package INR 17 LPA; Highest INR 74 LPA,Top Tier
NIT Warangal,B.Tech Mechanical,Minimum 68% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 209018 per year,Average package INR 8 LPA; Highest INR 40 LPA,Top Tier
PES University,B.Tech Electrical,Minimum 83% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 448697 per year,Average package INR 18 LPA; Highest INR 22 LPA,Mid Tier
Delhi Technological University,B.Tech CSE,Minimum 73% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 471692 per year,Average package INR 21 LPA; Highest INR 69 LPA,Mid Tier
Manipal Institute of Technology,B.Tech Biotechnology,Minimum 74% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 402311 per year,Average package INR 13 LPA; Highest INR 31 LPA,Top Tier
Chandigarh University,B.Tech Civil,Minimum 64% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 386320 per year,Average package INR 24 LPA; Highest INR 22 LPA,Top Tier
Amity University,B.Tech IT,Minimum 62% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 299585 per year,Average package INR 5 LPA; Highest INR 19 LPA,Emerging
Lovely Professional University,B.Tech Civil,Minimum 65% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 272168 per year,Average package INR 5 LPA; Highest INR 49 LPA,Top Tier
Amity University,B.Tech CSE,Minimum 75% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 387375 per year,Average package INR 4 LPA; Highest INR 71 LPA,Top Tier
Amity University,B.Tech ECE,Minimum 61% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 311123 per year,Average package INR 19 LPA; Highest INR 35 LPA,Top Tier
